Cod_setor;Cod_Grandes Regiões;Nome_Grande_Regiao;Cod_UF;Nome_da_UF ;Cod_meso;Nome_da_meso;Cod_micro;Nome_da_micro;Cod_RM;Nome_da_RM;Cod_municipio;Nome_do_municipio;Cod_distrito;Nome_do_distrito;Cod_subdistrito;Nome_do_subdistrito;Cod_bairro;Nome_do_bairro;Situacao_setor;Domicilios_Particulares_Permanentes;Moradores_Domicilios_Particulares;Media_Moradores_por_Domicilio;Variancia_Moradores;Renda_Media_Mensal_Pessoas_10_Anos_ou_Mais;Variancia_Renda_Pessoas;Renda_Media_Mensal_Domicilios;Variancia_Renda_Domicilios;Renda_Media_Mensal_Pessoas_Com_Rendimento;Variancia_Renda_Pessoas_Com_Rendimento;Renda_Media_Mensal_Domicilios_Com_Rendimento;Variancia_Renda_Domicilios_Com_Rendimento
350950205000183;3;Região Sudeste;35;São Paulo;3507;Campinas;35032;Campinas;22;RM Campinas;3509502;CAMPINAS;350950205;CAMPINAS;35095020500;CAMPINAS;3509502000;CAMPINAS (todos os setores);1;332.0;655.0;1.97;1.14;4225.52;17696622.04;4676.24;17475838.87;3108.19;14242428.83;3994.38;14764467.43
350950205000184;3;Região Sudeste;35;São Paulo;3507;Campinas;35032;Campinas;22;RM Campinas;3509502;CAMPINAS;350950205;CAMPINAS;35095020500;CAMPINAS;3509502000;CAMPINAS (todos os setores);1;193.0;425.0;2.2;1.59;4410.81;109044225.85;4949.34;119754667.58;2779.21;57101035.27;3936.4;76389719.13
350950205000185;3;Região Sudeste;35;São Paulo;3507;Campinas;35032;Campinas;22;RM Campinas;3509502;CAMPINAS;350950205;CAMPINAS;35095020500;CAMPINAS;3509502000;CAMPINAS (todos os setores);1;291.0;653.0;2.24;1.47;5064.16;84256882.65;5188.99;85690992.24;3574.23;48943652.09;4537.39;57781044.47
350950205000186;3;Região Sudeste;35;São Paulo;3507;Campinas;35032;Campinas;22;RM Campinas;3509502;CAMPINAS;350950205;CAMPINAS;35095020500;CAMPINAS;3509502000;CAMPINAS (todos os setores);1;252.0;501.0;1.99;1.14;4881.48;22127974.97;5104.28;22000170.7;3673.25;18397758.21;4531.3;18808364.14
350950205000187;3;Região Sudeste;35;São Paulo;3507;Campinas;35032;Campinas;22;RM Campinas;3509502;CAMPINAS;350950205;CAMPINAS;35095020500;CAMPINAS;3509502000;CAMPINAS (todos os setores);1;194.0;365.0;1.88;1.39;4550.0;12442353.37;4621.47;12306795.73;3357.31;11698260.63;4044.81;11311666.83
350950205000188;3;Região Sudeste;35;São Paulo;3507;Campinas;35032;Campinas;22;RM Campinas;3509502;CAMPINAS;350950205;CAMPINAS;35095020500;CAMPINAS;3509502000;CAMPINAS (todos os setores);1;313.0;795.0;2.54;1.4;5757.95;27837457.53;6601.6;26341245.31;4517.91;28127713.03;5941.69;28532962.09
350950205000189;3;Região Sudeste;35;São Paulo;3507;Campinas;35032;Campinas;22;RM Campinas;3509502;CAMPINAS;350950205;CAMPINAS;35095020500;CAMPINAS;3509502000;CAMPINAS (todos os setores);1;227.0;560.0;2.47;1.06;10843.88;345181115.49;11188.91;352336134.07;6310.3;200515177.15;8392.22;249322741.14
350950205000190;3;Região Sudeste;35;São Paulo;3507;Campinas;35032;Campinas;22;RM Campinas;3509502;CAMPINAS;350950205;CAMPINAS;35095020500;CAMPINAS;3509502000;CAMPINAS (todos os setores);1;160.0;369.0;2.31;2.58;3891.54;22801795.46;4646.62;23724360.06;2990.2;16613997.93;3935.06;18151406.45
350950205000191;3;Região Sudeste;35;São Paulo;3507;Campinas;35032;Campinas;22;RM Campinas;3509502;CAMPINAS;350950205;CAMPINAS;35095020500;CAMPINAS;3509502000;CAMPINAS (todos os setores);1;264.0;768.0;2.91;2.66;3594.61;20260461.91;4180.51;21117220.1;2190.76;11579935.35;3256.03;13746782.88
350950205000192;3;Região Sudeste;35;São Paulo;3507;Campinas;35032;Campinas;22;RM Campinas;3509502;CAMPINAS;350950205;CAMPINAS;35095020500;CAMPINAS;3509502000;CAMPINAS (todos os setores);1;193.0;535.0;2.77;1.69;5771.04;73841841.63;7327.7;82409330.42;3107.53;36554371.18;5340.75;50945723.93
350950205000193;3;Região Sudeste;35;São Paulo;3507;Campinas;35032;Campinas;22;RM Campinas;3509502;CAMPINAS;350950205;CAMPINAS;35095020500;CAMPINAS;3509502000;CAMPINAS (todos os setores);1;161.0;509.0;3.16;2.16;8209.84;63220461.43;8365.73;63116113.69;4057.3;34218026.12;5547.27;38530877.63
350950205000194;3;Região Sudeste;35;São Paulo;3507;Campinas;35032;Campinas;22;RM Campinas;3509502;CAMPINAS;350950205;CAMPINAS;35095020500;CAMPINAS;3509502000;CAMPINAS (todos os setores);1;213.0;498.0;2.34;1.18;3926.53;9789122.78;4181.75;9355966.27;2868.91;9122942.93;3588.07;8828630.4
350950205000195;3;Região Sudeste;35;São Paulo;3507;Campinas;35032;Campinas;22;RM Campinas;3509502;CAMPINAS;350950205;CAMPINAS;35095020500;CAMPINAS;3509502000;CAMPINAS (todos os setores);1;221.0;353.0;1.6;0.67;3894.12;10457237.21;4021.5;10286247.42;3245.81;8928912.96;3619.51;8603246.23
350950205000196;3;Região Sudeste;35;São Paulo;3507;Campinas;35032;Campinas;22;RM Campinas;3509502;CAMPINAS;350950205;CAMPINAS;35095020500;CAMPINAS;3509502000;CAMPINAS (todos os setores);1;221.0;552.0;2.5;1.19;6483.08;46109905.94;6664.0;46191401.68;3657.31;28854022.52;5032.54;32793606.16
350950205000197;3;Região Sudeste;35;São Paulo;3507;Campinas;35032;Campinas;22;RM Campinas;3509502;CAMPINAS;350950205;CAMPINAS;35095020500;CAMPINAS;3509502000;CAMPINAS (todos os setores);1;183.0;537.0;2.93;1.83;9605.96;299114498.94;10161.21;310829982.82;5007.13;135443891.57;6795.4;171764544.26
350950205000198;3;Região Sudeste;35;São Paulo;3507;Campinas;35032;Campinas;22;RM Campinas;3509502;CAMPINAS;350950205;CAMPINAS;35095020500;CAMPINAS;3509502000;CAMPINAS (todos os setores);1;204.0;514.0;2.52;1.97;5165.83;38951565.31;5191.28;39011635.98;3043.38;23704801.06;3925.88;27123231.49
350950205000199;3;Região Sudeste;35;São Paulo;3507;Campinas;35032;Campinas;22;RM Campinas;3509502;CAMPINAS;350950205;CAMPINAS;35095020500;CAMPINAS;3509502000;CAMPINAS (todos os setores);1;302.0;681.0;2.25;1.39;3911.51;8025431.55;4059.37;7727564.74;2639.14;7386540.24;3459.34;6843655.89
350950205000200;3;Região Sudeste;35;São Paulo;3507;Campinas;35032;Campinas;22;RM Campinas;3509502;CAMPINAS;350950205;CAMPINAS;35095020500;CAMPINAS;3509502000;CAMPINAS (todos os setores);1;337.0;887.0;2.63;1.76;5141.72;58043004.58;5381.24;59462357.76;3093.69;30795126.2;4052.59;36463357.95
350950205000201;3;Região Sudeste;35;São Paulo;3507;Campinas;35032;Campinas;22;RM Campinas;3509502;CAMPINAS;350950205;CAMPINAS;35095020500;CAMPINAS;3509502000;CAMPINAS (todos os setores);1;276.0;769.0;2.79;2.39;3307.31;12667618.8;3457.64;12723836.88;2019.75;7863459.57;2636.06;8639740.87
350950205000202;3;Região Sudeste;35;São Paulo;3507;Campinas;35032;Campinas;22;RM Campinas;3509502;CAMPINAS;350950205;CAMPINAS;35095020500;CAMPINAS;3509502000;CAMPINAS (todos os setores);1;231.0;669.0;2.9;2.36;2674.0;5546741.73;2782.41;5469633.54;1683.92;4140466.25;2242.82;4261450.69
350950205000203;3;Região Sudeste;35;São Paulo;3507;Campinas;35032;Campinas;22;RM Campinas;3509502;CAMPINAS;350950205;CAMPINAS;35095020500;CAMPINAS;3509502000;CAMPINAS (todos os setores);1;294.0;738.0;2.51;1.7;2376.73;7526587.94;3343.35;7355089.69;1760.84;6066061.66;2914.65;6679455.21
350950205000204;3;Região Sudeste;35;São Paulo;3507;Campinas;35032;Campinas;22;RM Campinas;3509502;CAMPINAS;350950205;CAMPINAS;35095020500;CAMPINAS;3509502000;CAMPINAS (todos os setores);1;153.0;375.0;2.45;1.6;3659.08;13790440.28;4086.42;13653719.1;2530.01;9756554.67;3424.76;10144283.71
350950205000205;3;Região Sudeste;35;São Paulo;3507;Campinas;35032;Campinas;22;RM Campinas;3509502;CAMPINAS;350950205;CAMPINAS;35095020500;CAMPINAS;3509502000;CAMPINAS (todos os setores);1;156.0;464.0;2.97;2.4;2029.84;6141255.57;2214.37;6291985.81;1380.86;3462446.75;1778.38;3753146.75
350950205000206;3;Região Sudeste;35;São Paulo;3507;Campinas;35032;Campinas;22;RM Campinas;3509502;CAMPINAS;350950205;CAMPINAS;35095020500;CAMPINAS;3509502000;CAMPINAS (todos os setores);1;164.0;436.0;2.66;1.76;2154.51;4055504.85;2294.41;3997477.83;1438.99;3245487.5;1940.15;3404023.94
350950205000207;3;Região Sudeste;35;São Paulo;3507;Campinas;35032;Campinas;22;RM Campinas;3509502;CAMPINAS;350950205;CAMPINAS;35095020500;CAMPINAS;3509502000;CAMPINAS (todos os setores);1;217.0;619.0;2.85;2.15;1494.78;5485039.66;1874.96;6171230.21;1114.92;2883660.97;1593.15;3359916.32
350950205000208;3;Região Sudeste;35;São Paulo;3507;Campinas;35032;Campinas;22;RM Campinas;3509502;CAMPINAS;350950205;CAMPINAS;35095020500;CAMPINAS;3509502000;CAMPINAS (todos os setores);1;190.0;566.0;2.98;2.01;2276.82;8446426.45;2574.97;8786793.26;1504.68;4726378.81;2108.98;5351790.38
350950205000209;3;Região Sudeste;35;São Paulo;3507;Campinas;35032;Campinas;22;RM Campinas;3509502;CAMPINAS;350950205;CAMPINAS;35095020500;CAMPINAS;3509502000;CAMPINAS (todos os setores);1;168.0;492.0;2.93;1.92;1787.4;2944023.02;2001.89;2867411.8;1253.42;1991797.36;1656.94;1964338.81
350950205000210;3;Região Sudeste;35;São Paulo;3507;Campinas;35032;Campinas;22;RM Campinas;3509502;CAMPINAS;350950205;CAMPINAS;35095020500;CAMPINAS;3509502000;CAMPINAS (todos os setores);1;214.0;632.0;2.95;1.53;1620.46;3766476.63;2101.69;3874266.19;1274.24;2998629.15;1876.14;3286541.0
350950205000211;3;Região Sudeste;35;São Paulo;3507;Campinas;35032;Campinas;22;RM Campinas;3509502;CAMPINAS;350950205;CAMPINAS;35095020500;CAMPINAS;3509502000;CAMPINAS (todos os setores);1;103.0;333.0;3.23;2.22;1635.7;2975342.06;1936.52;2939580.69;1194.2;2469858.46;1735.5;2650802.65
350950205000212;3;Região Sudeste;35;São Paulo;3507;Campinas;35032;Campinas;22;RM Campinas;3509502;CAMPINAS;350950205;CAMPINAS;35095020500;CAMPINAS;3509502000;CAMPINAS (todos os setores);1;232.0;688.0;2.97;1.97;2764.89;10139270.84;2889.43;10236570.11;1695.15;6459795.5;2184.44;7257013.03
350950205000213;3;Região Sudeste;35;São Paulo;3507;Campinas;35032;Campinas;22;RM Campinas;3509502;CAMPINAS;350950205;CAMPINAS;35095020500;CAMPINAS;3509502000;CAMPINAS (todos os setores);1;187.0;621.0;3.32;1.93;1210.32;4609941.83;2571.93;6313514.62;848.43;2501328.86;1876.74;3607512.78
350950205000214;3;Região Sudeste;35;São Paulo;3507;Campinas;35032;Campinas;22;RM Campinas;3509502;CAMPINAS;350950205;CAMPINAS;35095020500;CAMPINAS;3509502000;CAMPINAS (todos os setores);1;219.0;541.0;2.47;1.01;2792.41;6682013.52;3104.25;6459060.3;2417.41;7245406.0;2892.37;7295306.58
350950205000215;3;Região Sudeste;35;São Paulo;3507;Campinas;35032;Campinas;22;RM Campinas;3509502;CAMPINAS;350950205;CAMPINAS;35095020500;CAMPINAS;3509502000;CAMPINAS (todos os setores);1;228.0;643.0;2.82;2.17;1520.83;4624230.93;2407.98;5189384.4;1105.17;2732255.58;1927.48;3181553.26
350950205000216;3;Região Sudeste;35;São Paulo;3507;Campinas;35032;Campinas;22;RM Campinas;3509502;CAMPINAS;350950205;CAMPINAS;35095020500;CAMPINAS;3509502000;CAMPINAS (todos os setores);1;177.0;503.0;2.84;1.42;2946.36;127363512.04;3321.69;142437439.88;1626.15;47969148.13;2343.01;67493482.28
350950205000217;3;Região Sudeste;35;São Paulo;3507;Campinas;35032;Campinas;22;RM Campinas;3509502;CAMPINAS;350950205;CAMPINAS;35095020500;CAMPINAS;3509502000;CAMPINAS (todos os setores);1;284.0;767.0;2.7;1.45;2616.56;5993775.84;2996.38;5724662.19;2096.65;5524783.43;2694.02;5489496.11
350950205000218;3;Região Sudeste;35;São Paulo;3507;Campinas;35032;Campinas;22;RM Campinas;3509502;CAMPINAS;350950205;CAMPINAS;35095020500;CAMPINAS;3509502000;CAMPINAS (todos os setores);1;293.0;856.0;2.92;1.65;2104.03;3937651.11;2456.1;3731001.38;1449.64;2939615.28;2093.32;2897383.88
350950205000219;3;Região Sudeste;35;São Paulo;3507;Campinas;35032;Campinas;22;RM Campinas;3509502;CAMPINAS;350950205;CAMPINAS;35095020500;CAMPINAS;3509502000;CAMPINAS (todos os setores);1;270.0;793.0;2.94;2.22;1805.86;2312985.74;1861.0;2280872.19;1117.53;1713617.08;1568.32;1697840.43
350950205000220;3;Região Sudeste;35;São Paulo;3507;Campinas;35032;Campinas;22;RM Campinas;3509502;CAMPINAS;350950205;CAMPINAS;35095020500;CAMPINAS;3509502000;CAMPINAS (todos os setores);1;246.0;713.0;2.9;2.08;1678.66;2446217.69;1811.19;2399103.92;1201.67;2257750.28;1603.86;2368566.75
350950205000221;3;Região Sudeste;35;São Paulo;3507;Campinas;35032;Campinas;22;RM Campinas;3509502;CAMPINAS;350950205;CAMPINAS;35095020500;CAMPINAS;3509502000;CAMPINAS (todos os setores);1;266.0;825.0;3.1;2.14;1651.76;2944892.98;1952.75;2893537.79;1108.73;2068179.54;1634.15;2189897.19
350950205000222;3;Região Sudeste;35;São Paulo;3507;Campinas;35032;Campinas;22;RM Campinas;3509502;CAMPINAS;350950205;CAMPINAS;35095020500;CAMPINAS;3509502000;CAMPINAS (todos os setores);1;300.0;957.0;3.19;3.08;2017.27;6885538.36;2146.03;7049295.24;1181.28;3450901.16;1658.78;4054743.13
350950205000223;3;Região Sudeste;35;São Paulo;3507;Campinas;35032;Campinas;22;RM Campinas;3509502;CAMPINAS;350950205;CAMPINAS;35095020500;CAMPINAS;3509502000;CAMPINAS (todos os setores);1;262.0;764.0;2.92;2.0;1566.07;1439043.87;1661.17;1368161.62;1079.9;1385103.94;1454.9;1320379.03
350950205000224;3;Região Sudeste;35;São Paulo;3507;Campinas;35032;Campinas;22;RM Campinas;3509502;CAMPINAS;350950205;CAMPINAS;35095020500;CAMPINAS;3509502000;CAMPINAS (todos os setores);1;155.0;490.0;3.16;2.47;1677.74;1677310.6;1757.09;1616803.9;1153.13;1565789.62;1582.86;1468798.07
350950205000225;3;Região Sudeste;35;São Paulo;3507;Campinas;35032;Campinas;22;RM Campinas;3509502;CAMPINAS;350950205;CAMPINAS;35095020500;CAMPINAS;3509502000;CAMPINAS (todos os setores);1;155.0;484.0;3.12;2.37;1830.84;3109446.69;1930.48;3086162.1;1189.5;2072921.28;1633.77;2121459.2
350950205000226;3;Região Sudeste;35;São Paulo;3507;Campinas;35032;Campinas;22;RM Campinas;3509502;CAMPINAS;350950205;CAMPINAS;35095020500;CAMPINAS;3509502000;CAMPINAS (todos os setores);1;186.0;500.0;2.69;1.59;1675.37;6702289.31;1911.77;7199114.99;1329.09;5476342.82;1735.51;6448264.15
350950205000227;3;Região Sudeste;35;São Paulo;3507;Campinas;35032;Campinas;22;RM Campinas;3509502;CAMPINAS;350950205;CAMPINAS;35095020500;CAMPINAS;3509502000;CAMPINAS (todos os setores);1;304.0;887.0;2.92;2.29;1472.49;1688000.65;1533.0;1664523.05;1014.03;1383536.37;1379.89;1377856.53
350950205000228;3;Região Sudeste;35;São Paulo;3507;Campinas;35032;Campinas;22;RM Campinas;3509502;CAMPINAS;350950205;CAMPINAS;35095020500;CAMPINAS;3509502000;CAMPINAS (todos os setores);1;158.0;473.0;2.99;2.9;1638.79;1788430.73;1692.35;1756030.35;1067.44;1511641.25;1473.13;1488448.11
350950205000229;3;Região Sudeste;35;São Paulo;3507;Campinas;35032;Campinas;22;RM Campinas;3509502;CAMPINAS;350950205;CAMPINAS;35095020500;CAMPINAS;3509502000;CAMPINAS (todos os setores);1;291.0;838.0;2.88;1.22;3086.98;5222549.43;3208.25;5037984.37;2022.61;4630925.79;2733.56;4314678.97
350950205000230;3;Região Sudeste;35;São Paulo;3507;Campinas;35032;Campinas;22;RM Campinas;3509502;CAMPINAS;350950205;CAMPINAS;35095020500;CAMPINAS;3509502000;CAMPINAS (todos os setores);1;227.0;625.0;2.75;1.98;1698.15;5793647.35;1917.81;6123448.78;1303.6;3439599.17;1722.83;3824401.99
350950205000231;3;Região Sudeste;35;São Paulo;3507;Campinas;35032;Campinas;22;RM Campinas;3509502;CAMPINAS;350950205;CAMPINAS;35095020500;CAMPINAS;3509502000;CAMPINAS (todos os setores);1;155.0;432.0;2.79;2.25;1482.9;1796719.06;1618.66;1741068.0;1060.6;1530969.12;1429.51;1536144.09
350950205000232;3;Região Sudeste;35;São Paulo;3507;Campinas;35032;Campinas;22;RM Campinas;3509502;CAMPINAS;350950205;CAMPINAS;35095020500;CAMPINAS;3509502000;CAMPINAS (todos os setores);1;220.0;578.0;2.63;1.58;4158.27;12845754.99;4551.34;12268157.69;2294.18;9647809.42;3841.25;10212927.81
350950205000233;3;Região Sudeste;35;São Paulo;3507;Campinas;35032;Campinas;22;RM Campinas;3509502;CAMPINAS;350950205;CAMPINAS;35095020500;CAMPINAS;3509502000;CAMPINAS (todos os setores);1;156.0;412.0;2.64;1.61;3163.12;8377827.52;3246.36;8327740.93;1857.68;5748021.6;2483.29;6131533.45
350950205000234;3;Região Sudeste;35;São Paulo;3507;Campinas;35032;Campinas;22;RM Campinas;3509502;CAMPINAS;350950205;CAMPINAS;35095020500;CAMPINAS;3509502000;CAMPINAS (todos os setores);1;221.0;578.0;2.62;1.67;2881.45;7435416.89;3184.01;7251889.31;1983.64;10515519.39;2670.85;12327514.47
350950205000235;3;Região Sudeste;35;São Paulo;3507;Campinas;35032;Campinas;22;RM Campinas;3509502;CAMPINAS;350950205;CAMPINAS;35095020500;CAMPINAS;3509502000;CAMPINAS (todos os setores);1;158.0;451.0;2.85;2.11;3464.94;15792980.0;3801.81;16049475.3;2091.81;9163198.81;2999.44;10420963.86
350950205000236;3;Região Sudeste;35;São Paulo;3507;Campinas;35032;Campinas;22;RM Campinas;3509502;CAMPINAS;350950205;CAMPINAS;35095020500;CAMPINAS;3509502000;CAMPINAS (todos os setores);1;173.0;414.0;2.39;1.57;2889.08;10362244.62;3332.07;10475795.95;2005.83;8268423.07;2944.28;9377785.25
350950205000237;3;Região Sudeste;35;São Paulo;3507;Campinas;35032;Campinas;22;RM Campinas;3509502;CAMPINAS;350950205;CAMPINAS;35095020500;CAMPINAS;3509502000;CAMPINAS (todos os setores);1;133.0;387.0;2.91;2.43;3939.99;20601310.2;4225.96;20890412.22;2319.57;11155485.7;3132.7;12523833.55
350950205000238;3;Região Sudeste;35;São Paulo;3507;Campinas;35032;Campinas;22;RM Campinas;3509502;CAMPINAS;350950205;CAMPINAS;35095020500;CAMPINAS;3509502000;CAMPINAS (todos os setores);1;138.0;342.0;2.48;2.63;4244.24;78151546.23;4370.93;79944035.31;2590.36;38462479.31;3187.35;45451342.93
350950205000239;3;Região Sudeste;35;São Paulo;3507;Campinas;35032;Campinas;22;RM Campinas;3509502;CAMPINAS;350950205;CAMPINAS;35095020500;CAMPINAS;3509502000;CAMPINAS (todos os setores);1;159.0;404.0;2.54;1.47;3901.99;8813889.82;3926.69;8772437.4;2474.44;6928488.05;3031.6;6799034.07
350950205000240;3;Região Sudeste;35;São Paulo;3507;Campinas;35032;Campinas;22;RM Campinas;3509502;CAMPINAS;350950205;CAMPINAS;35095020500;CAMPINAS;3509502000;CAMPINAS (todos os setores);1;292.0;620.0;2.12;1.33;2691.18;8328671.64;3106.03;8323992.59;2165.45;7098365.84;2752.3;7407533.25
350950205000241;3;Região Sudeste;35;São Paulo;3507;Campinas;35032;Campinas;22;RM Campinas;3509502;CAMPINAS;350950205;CAMPINAS;35095020500;CAMPINAS;3509502000;CAMPINAS (todos os setores);1;199.0;466.0;2.34;1.69;4648.29;15872217.27;5082.47;15144072.86;3492.5;24471585.71;4538.16;27060794.87
350950205000242;3;Região Sudeste;35;São Paulo;3507;Campinas;35032;Campinas;22;RM Campinas;3509502;CAMPINAS;350950205;CAMPINAS;35095020500;CAMPINAS;3509502000;CAMPINAS (todos os setores);1;207.0;338.0;1.63;0.84;4693.13;44377694.38;5279.77;46840967.73;3792.06;33300298.05;4690.91;36990904.98
350950205000243;3;Região Sudeste;35;São Paulo;3507;Campinas;35032;Campinas;22;RM Campinas;3509502;CAMPINAS;350950205;CAMPINAS;35095020500;CAMPINAS;3509502000;CAMPINAS (todos os setores);1;154.0;373.0;2.42;2.11;2849.53;8413671.73;3538.93;8006209.81;2122.14;7072145.21;2916.88;7403818.77
350950205000244;3;Região Sudeste;35;São Paulo;3507;Campinas;35032;Campinas;22;RM Campinas;3509502;CAMPINAS;350950205;CAMPINAS;35095020500;CAMPINAS;3509502000;CAMPINAS (todos os setores);1;275.0;573.0;2.08;1.33;5576.01;31787225.29;6336.37;31301888.33;4318.65;25995658.87;5622.59;26514323.19
350950205000245;3;Região Sudeste;35;São Paulo;3507;Campinas;35032;Campinas;22;RM Campinas;3509502;CAMPINAS;350950205;CAMPINAS;35095020500;CAMPINAS;3509502000;CAMPINAS (todos os setores);1;282.0;645.0;2.29;1.42;6509.52;151952083.57;7033.28;160527253.84;4434.21;82899465.9;6062.47;103516907.23
350950205000246;3;Região Sudeste;35;São Paulo;3507;Campinas;35032;Campinas;22;RM Campinas;3509502;CAMPINAS;350950205;CAMPINAS;35095020500;CAMPINAS;3509502000;CAMPINAS (todos os setores);1;194.0;490.0;2.53;1.09;3713.9;12444300.67;4238.21;11976232.38;2932.05;13104436.51;3857.96;13672216.24
350950205000247;3;Região Sudeste;35;São Paulo;3507;Campinas;35032;Campinas;22;RM Campinas;3509502;CAMPINAS;350950205;CAMPINAS;35095020500;CAMPINAS;3509502000;CAMPINAS (todos os setores);1;229.0;576.0;2.52;1.72;3417.21;9367282.05;3589.64;9220313.25;2223.79;6903614.88;2905.54;7039546.09
350950205000248;3;Região Sudeste;35;São Paulo;3507;Campinas;35032;Campinas;22;RM Campinas;3509502;CAMPINAS;350950205;CAMPINAS;35095020500;CAMPINAS;3509502000;CAMPINAS (todos os setores);1;263.0;751.0;2.86;1.69;2038.74;4419058.63;2281.65;4391222.65;1449.08;3371714.26;1969.85;3557959.42
350950205000249;3;Região Sudeste;35;São Paulo;3507;Campinas;35032;Campinas;22;RM Campinas;3509502;CAMPINAS;350950205;CAMPINAS;35095020500;CAMPINAS;3509502000;CAMPINAS (todos os setores);1;218.0;624.0;2.86;1.7;3144.64;52281547.72;3233.64;53479071.01;1941.94;39175283.85;2778.32;53760169.69
350950205000250;3;Região Sudeste;35;São Paulo;3507;Campinas;35032;Campinas;22;RM Campinas;3509502;CAMPINAS;350950205;CAMPINAS;35095020500;CAMPINAS;3509502000;CAMPINAS (todos os setores);1;212.0;594.0;2.8;1.34;4462.09;28186804.06;5005.1;28902932.71;2724.93;18036087.27;3802.55;21078716.25
350950205000251;3;Região Sudeste;35;São Paulo;3507;Campinas;35032;Campinas;22;RM Campinas;3509502;CAMPINAS;350950205;CAMPINAS;35095020500;CAMPINAS;3509502000;CAMPINAS (todos os setores);1;297.0;644.0;2.17;1.63;4212.14;26631319.78;4269.65;26749771.44;2973.25;16847457.61;3611.64;18161774.82
350950205000252;3;Região Sudeste;35;São Paulo;3507;Campinas;35032;Campinas;22;RM Campinas;3509502;CAMPINAS;350950205;CAMPINAS;35095020500;CAMPINAS;3509502000;CAMPINAS (todos os setores);1;125.0;390.0;3.12;1.33;6148.52;382970032.67;6404.71;397406610.63;4071.47;288671935.92;5370.87;374125376.56
350950205000253;3;Região Sudeste;35;São Paulo;3507;Campinas;35032;Campinas;22;RM Campinas;3509502;CAMPINAS;350950205;CAMPINAS;35095020500;CAMPINAS;3509502000;CAMPINAS (todos os setores);1;120.0;352.0;2.93;1.81;2858.76;5216959.58;3009.22;5037189.43;1746.66;5010648.51;2416.71;5314821.3
350950205000254;3;Região Sudeste;35;São Paulo;3507;Campinas;35032;Campinas;22;RM Campinas;3509502;CAMPINAS;350950205;CAMPINAS;35095020500;CAMPINAS;3509502000;CAMPINAS (todos os setores);1;331.0;760.0;2.3;1.29;4337.56;16916560.88;4572.39;16758158.28;2720.91;11928601.29;3528.6;12620829.06
350950205000255;3;Região Sudeste;35;São Paulo;3507;Campinas;35032;Campinas;22;RM Campinas;3509502;CAMPINAS;350950205;CAMPINAS;35095020500;CAMPINAS;3509502000;CAMPINAS (todos os setores);1;173.0;490.0;2.83;2.0;1830.99;4023806.23;1943.32;4052547.69;1283.05;2927839.59;1767.07;3177799.97
350950205000256;3;Região Sudeste;35;São Paulo;3507;Campinas;35032;Campinas;22;RM Campinas;3509502;CAMPINAS;350950205;CAMPINAS;35095020500;CAMPINAS;3509502000;CAMPINAS (todos os setores);1;208.0;608.0;2.92;2.08;2038.24;4858958.78;2109.22;4878554.36;1388.37;3759926.18;1798.05;4133655.45
350950205000257;3;Região Sudeste;35;São Paulo;3507;Campinas;35032;Campinas;22;RM Campinas;3509502;CAMPINAS;350950205;CAMPINAS;35095020500;CAMPINAS;3509502000;CAMPINAS (todos os setores);1;265.0;789.0;2.98;1.98;1318.59;3745310.88;1858.65;4278347.47;1273.07;2829090.63;1725.5;3054268.63
350950205000258;3;Região Sudeste;35;São Paulo;3507;Campinas;35032;Campinas;22;RM Campinas;3509502;CAMPINAS;350950205;CAMPINAS;35095020500;CAMPINAS;3509502000;CAMPINAS (todos os setores);1;315.0;863.0;2.74;1.91;1588.87;1744210.91;1657.26;1705817.43;1084.36;1499613.11;1379.34;1500677.66
350950205000259;3;Região Sudeste;35;São Paulo;3507;Campinas;35032;Campinas;22;RM Campinas;3509502;CAMPINAS;350950205;CAMPINAS;35095020500;CAMPINAS;3509502000;CAMPINAS (todos os setores);1;252.0;702.0;2.79;1.97;1800.12;6453957.58;2129.71;6935980.66;1485.22;4278528.64;1958.34;4715810.22
350950205000260;3;Região Sudeste;35;São Paulo;3507;Campinas;35032;Campinas;22;RM Campinas;3509502;CAMPINAS;350950205;CAMPINAS;35095020500;CAMPINAS;3509502000;CAMPINAS (todos os setores);1;270.0;842.0;3.12;3.07;1688.06;1912225.18;1700.65;1905044.87;1092.25;1569269.18;1421.21;1574384.43
350950205000261;3;Região Sudeste;35;São Paulo;3507;Campinas;35032;Campinas;22;RM Campinas;3509502;CAMPINAS;350950205;CAMPINAS;35095020500;CAMPINAS;3509502000;CAMPINAS (todos os setores);1;255.0;792.0;3.11;2.28;1726.84;2366412.35;1812.12;2328585.89;1081.68;1573905.19;1476.13;1565573.2
350950205000262;3;Região Sudeste;35;São Paulo;3507;Campinas;35032;Campinas;22;RM Campinas;3509502;CAMPINAS;350950205;CAMPINAS;35095020500;CAMPINAS;3509502000;CAMPINAS (todos os setores);1;284.0;712.0;2.51;1.36;1998.22;4110203.25;2425.19;3952291.46;1749.64;4325648.76;2344.95;4401623.4
350950205000263;3;Região Sudeste;35;São Paulo;3507;Campinas;35032;Campinas;22;RM Campinas;3509502;CAMPINAS;350950205;CAMPINAS;35095020500;CAMPINAS;3509502000;CAMPINAS (todos os setores);1;234.0;705.0;3.01;1.93;2419.13;5049438.16;2538.46;4995359.01;1426.18;3389088.98;2026.68;3599497.41
